age,education_level,marital_status,num_dependents,region,employment_type,employment_years,months_employed,annual_income,monthly_income,savings_balance,investment_balance,credit_score,num_credit_lines,num_late_payments,credit_util_rate,loan_purpose,loan_amount,loan_term_months,interest_rate,monthly_payment,debt_to_income,loan_to_income,property_type,has_cosigner,num_prev_loans
44,Bachelor,Married,1,North,Unemployed,11.3,135,59335.62,4944.64,11913.5,1794.42,737,1,4,0.2468,Business,28940.29,120,7.94,350.22,0.0708,0.4877,Mortgage,0,0
18,High School,Divorced,3,North,Unemployed,5.5,65,21668.59,1805.72,4741.7,3921.89,648,14,8,0.2051,Business,3921.07,24,8.6,178.42,0.0988,0.181,Mortgage,0,7
27,PhD,Divorced,4,West,Employed,7.5,89,94436.3,7869.69,14544.91,7071.26,769,1,2,0.4841,Personal,23882.36,12,5.78,2053.05,0.2609,0.2529,Mortgage,0,4
53,High School,Single,3,East,Employed,16.4,196,54942.56,4578.55,17486.64,6995.14,771,3,3,0.3422,Business,13439.08,120,5.05,142.88,0.0312,0.2446,Mortgage,1,2
58,Bachelor,Single,5,South,Self-Employed,9.9,119,71674.11,5972.84,2818.5,5359.22,563,3,7,0.3539,Personal,33952.51,12,10.62,2994.79,0.5014,0.4737,Mortgage,0,0
34,Master,Married,0,North,Employed,5.3,63,81764.58,6813.71,5046.52,1227.76,574,17,0,0.3118,Car,59159.82,48,8.35,1454.08,0.2134,0.7235,Rent,0,6
63,High School,Single,2,South,Employed,2.5,30,61563.44,5130.29,621.33,4876.77,665,8,2,0.4074,Medical,5652.1,120,5.43,61.16,0.0119,0.0918,Own,0,7
52,Bachelor,Married,4,South,Retired,7.3,88,52560.89,4380.07,11608.72,562.42,604,8,3,0.3709,Personal,83386.79,48,5.35,1933.67,0.4415,1.5865,Mortgage,0,0
31,High School,Married,1,East,Employed,11.9,143,41963.36,3496.95,1523.24,154.06,624,16,1,0.066,Home,20896.98,36,8.85,663.07,0.1896,0.498,Rent,0,3
58,Bachelor,Married,2,Central,Employed,5.0,60,75913.01,6326.08,36521.86,25161.27,614,8,9,0.5982,Medical,44202.62,120,5.59,481.75,0.0762,0.5823,Rent,0,5
51,PhD,Married,5,East,Employed,7.8,93,81110.87,6759.24,92097.47,2074.43,834,9,0,0.2599,Business,106006.47,36,7.21,3283.52,0.4858,1.3069,Mortgage,0,0
64,Bachelor,Divorced,3,East,Employed,4.9,59,89345.4,7445.45,35662.33,9296.69,771,2,8,0.1694,Car,33850.12,84,9.39,551.43,0.0741,0.3789,Rent,0,4
26,PhD,Married,2,Central,Employed,6.0,71,82296.75,6858.06,1247.0,120.93,612,6,0,0.3652,Vacation,17720.63,120,3.6,176.04,0.0257,0.2153,Mortgage,0,7
31,High School,Widowed,2,North,Employed,1.6,19,29421.36,2451.78,14588.74,2867.49,525,11,2,0.1549,Education,19973.13,120,9.96,263.5,0.1075,0.6789,Rent,1,0
35,Bachelor,Divorced,1,North,Part-Time,9.1,108,61180.0,5098.33,156.49,734.6,634,8,7,0.6881,Vacation,27772.59,24,10.97,1294.04,0.2538,0.4539,Rent,0,7
37,PhD,Married,4,Central,Unemployed,8.4,101,97676.86,8139.74,19867.64,9045.02,577,18,4,0.1741,Education,46496.88,120,5.95,515.06,0.0633,0.476,Own,0,1
68,Master,Single,0,Central,Employed,15.1,180,115344.75,9612.06,49412.51,48920.66,736,19,5,0.3246,Business,97731.06,24,7.7,4406.79,0.4585,0.8473,Rent,0,2
59,Associate,Divorced,1,East,Unemployed,8.2,98,52467.84,4372.32,9519.09,26273.64,684,0,6,0.2752,Home,41369.6,84,3.64,558.67,0.1278,0.7885,Mortgage,0,6
49,Bachelor,Married,0,South,Employed,4.1,49,66796.13,5566.34,8843.1,7654.49,633,8,0,0.1659,Home,2523.41,24,7.86,113.96,0.0205,0.0378,Other,0,1
48,Master,Married,4,North,Employed,14.9,179,78720.06,6560.01,1086.77,852.43,673,18,1,0.3251,Car,98281.53,36,11.2,3226.71,0.4919,1.2485,Mortgage,1,0
68,Master,Married,5,North,Unemployed,9.5,113,108025.2,9002.1,36808.17,2541.95,587,13,9,0.4795,Vacation,27766.86,60,6.57,544.17,0.0604,0.257,Rent,0,4
43,Bachelor,Married,0,Central,Self-Employed,8.6,103,50814.3,4234.53,26391.66,10179.6,661,14,3,0.3245,Medical,58422.62,48,5.85,1368.15,0.3231,1.1497,Own,0,7
30,High School,Single,5,West,Retired,7.6,91,31543.99,2628.67,64.64,1495.77,810,19,3,0.2263,Business,32480.29,60,9.5,682.2,0.2595,1.0297,Rent,0,1
25,High School,Single,5,Central,Self-Employed,8.4,101,43621.22,3635.1,11555.03,8812.92,625,12,1,0.0404,Personal,4135.06,84,7.21,62.83,0.0173,0.0948,Mortgage,0,4
36,Bachelor,Divorced,3,East,Retired,3.3,40,68092.14,5674.35,11785.11,2390.64,687,13,9,0.454,Medical,3002.01,36,3.52,87.99,0.0155,0.0441,Mortgage,1,7
55,Bachelor,Married,0,West,Employed,7.2,86,81772.98,6814.41,35150.4,33596.69,617,12,7,0.4692,Car,9571.25,24,5.8,423.33,0.0621,0.117,Mortgage,1,3
44,Associate,Divorced,4,Central,Employed,6.5,78,65420.9,5451.74,2946.81,4642.03,615,11,5,0.1032,Personal,25746.71,48,8.85,638.82,0.1172,0.3936,Rent,0,0
42,Associate,Divorced,3,South,Employed,9.4,113,41346.96,3445.58,3101.78,1634.0,746,19,8,0.2078,Business,6949.42,84,6.42,102.93,0.0299,0.1681,Other,0,1
45,Bachelor,Married,4,East,Unemployed,13.2,158,65547.01,5462.25,29786.23,11560.54,580,10,7,0.2145,Home,66538.72,60,5.21,1262.22,0.2311,1.0151,Mortgage,0,7
73,Bachelor,Married,1,South,Employed,12.5,149,90351.49,7529.29,15588.68,6505.93,665,2,6,0.4443,Education,11998.63,48,10.35,306.33,0.0407,0.1328,Own,0,7
74,Bachelor,Married,3,East,Employed,10.2,122,86100.7,7175.06,2156.26,22924.44,609,13,9,0.6452,Education,32717.66,48,6.07,769.47,0.1072,0.38,Own,0,7
27,Bachelor,Single,5,South,Retired,0.0,0,36713.27,3059.44,16637.13,3666.85,789,18,0,0.2144,Home,39571.79,84,4.6,551.87,0.1804,1.0779,Mortgage,0,4
24,High School,Widowed,4,South,Self-Employed,5.5,65,39388.35,3282.36,9408.41,12709.31,624,11,9,0.4121,Car,20694.62,84,9.96,343.11,0.1045,0.5254,Own,0,6
31,Master,Divorced,3,South,Employed,0.0,0,77665.42,6472.12,3772.03,5152.02,578,4,7,0.2705,Business,9860.84,120,9.01,124.94,0.0193,0.127,Own,0,7
66,Bachelor,Single,5,Central,Employed,13.1,156,77834.69,6486.22,1004.61,1604.99,667,13,4,0.3328,Personal,16357.02,36,8.95,519.77,0.0801,0.2102,Rent,0,4
44,High School,Divorced,2,South,Part-Time,7.0,84,50375.3,4197.94,208.17,6351.65,667,12,7,0.3082,Vacation,12512.73,120,9.85,164.29,0.0391,0.2484,Rent,0,5
67,Bachelor,Single,1,West,Retired,6.9,82,84594.67,7049.56,10077.4,9967.2,767,11,0,0.1667,Business,10308.97,12,11.69,914.46,0.1297,0.1219,Mortgage,0,0
54,Bachelor,Divorced,5,East,Part-Time,4.2,50,78270.55,6522.55,11244.74,3439.21,636,12,0,0.1124,Education,7799.57,84,8.8,124.71,0.0191,0.0996,Mortgage,0,1
49,Bachelor,Married,0,West,Employed,14.0,167,61884.78,5157.06,2014.42,1816.89,713,19,9,0.2354,Personal,46538.91,12,6.11,4007.82,0.7772,0.752,Rent,0,5
34,Bachelor,Single,3,North,Employed,8.2,97,59109.3,4925.78,33422.8,2488.9,599,11,8,0.1337,Business,127947.95,84,7.84,1984.36,0.4029,2.1646,Mortgage,0,1
37,Bachelor,Divorced,4,West,Employed,7.1,84,61593.92,5132.83,29870.74,9481.66,766,17,3,0.1781,Medical,24865.1,60,4.38,462.23,0.0901,0.4037,Mortgage,0,6
26,Bachelor,Married,4,West,Retired,8.3,99,48947.86,4078.99,15542.03,14303.11,750,17,7,0.7526,Home,30737.81,120,8.17,375.63,0.0921,0.628,Mortgage,0,7
47,High School,Single,4,North,Part-Time,8.7,103,32346.06,2695.51,3350.6,195.81,724,1,3,0.0395,Home,18135.0,48,5.04,417.97,0.1551,0.5607,Mortgage,1,5
33,Associate,Married,2,South,Unemployed,7.0,83,49107.98,4092.33,4564.12,4408.46,746,3,4,0.2729,Medical,16515.89,12,6.2,1422.95,0.3477,0.3363,Mortgage,0,5
34,High School,Married,1,Central,Employed,14.0,167,41383.04,3448.59,1674.07,4077.99,700,16,6,0.2505,Car,8245.86,120,9.18,105.24,0.0305,0.1993,Mortgage,0,7
20,Bachelor,Married,0,South,Employed,13.9,166,38434.97,3202.91,92.71,2387.29,689,11,2,0.0557,Car,58511.16,84,1.5,734.21,0.2292,1.5223,Rent,1,3
63,Bachelor,Married,1,East,Part-Time,8.1,97,84978.11,7081.51,49212.96,27900.32,588,3,7,0.2909,Education,26549.28,24,4.32,1156.67,0.1633,0.3124,Other,0,6
71,Master,Single,5,Central,Self-Employed,3.8,45,115384.5,9615.38,63310.93,821.55,626,14,4,0.2751,Personal,34772.37,12,10.14,3059.26,0.3182,0.3014,Mortgage,1,2
46,High School,Married,4,Central,Employed,9.3,111,49053.23,4087.77,69433.37,1631.73,747,5,5,0.1183,Medical,17918.44,24,3.9,777.32,0.1902,0.3653,Rent,0,0
48,Bachelor,Married,2,South,Part-Time,4.7,56,65380.32,5448.36,31173.35,474.0,744,8,6,0.1223,Personal,3918.54,48,11.04,101.34,0.0186,0.0599,Other,0,1
70,Associate,Single,2,West,Employed,14.8,177,61480.49,5123.37,18323.0,1187.84,751,4,7,0.1917,Home,9807.74,60,5.21,186.01,0.0363,0.1595,Own,1,2
47,Bachelor,Married,2,Central,Part-Time,15.5,186,54107.2,4508.93,1503.05,7143.8,645,9,0,0.6637,Personal,33438.54,120,7.49,396.73,0.088,0.618,Rent,0,2
53,Master,Divorced,5,East,Part-Time,11.2,134,101269.96,8439.16,171.16,22965.44,814,7,0,0.1973,Home,28917.07,84,6.23,425.61,0.0504,0.2855,Own,0,3
42,High School,Divorced,2,Central,Employed,1.8,22,38394.27,3199.52,504.17,8296.26,666,9,6,0.6366,Medical,23191.71,120,5.41,250.66,0.0783,0.604,Mortgage,0,3
47,Associate,Married,5,West,Part-Time,5.3,63,52033.51,4336.13,1272.58,3318.48,716,7,8,0.2496,Education,41320.08,48,1.5,887.46,0.2047,0.7941,Rent,1,5
47,Bachelor,Married,0,West,Employed,6.6,79,74317.0,6193.08,12581.69,19086.7,850,2,7,0.2803,Business,7078.36,48,8.09,173.1,0.028,0.0952,Other,0,1
58,Master,Divorced,2,West,Employed,3.4,41,77101.18,6425.1,7723.82,6278.9,638,18,5,0.3463,Education,54545.37,36,9.54,1748.21,0.2721,0.7075,Own,0,5
52,High School,Divorced,3,North,Retired,6.1,73,41123.4,3426.95,7687.47,22403.13,737,2,4,0.06,Car,135581.12,36,8.52,4281.38,1.0,3.2969,Rent,0,5
46,PhD,Single,4,North,Retired,8.8,105,116980.8,9748.4,31935.35,11844.95,559,10,3,0.3315,Personal,65144.06,36,11.6,2151.38,0.2207,0.5569,Other,0,3
22,PhD,Married,0,Central,Employed,10.3,123,77238.94,6436.58,9931.41,2424.68,650,14,5,0.1592,Home,16439.01,84,7.96,255.89,0.0398,0.2128,Mortgage,0,1
69,Master,Single,3,West,Part-Time,14.1,169,90027.64,7502.3,39155.51,13659.55,727,6,2,0.3281,Home,81652.23,48,8.35,2006.64,0.2675,0.907,Mortgage,0,3
68,Associate,Single,5,Central,Employed,7.5,90,68750.73,5729.23,13199.53,3101.82,630,11,3,0.2135,Personal,33356.13,48,5.98,783.12,0.1367,0.4852,Rent,0,7
28,Bachelor,Single,0,East,Unemployed,6.2,73,53807.91,4483.99,18760.75,9022.55,683,11,5,0.2893,Medical,19827.09,120,7.46,234.97,0.0524,0.3685,Mortgage,0,5
34,High School,Married,1,South,Employed,1.2,14,33869.21,2822.43,2786.41,1538.09,698,16,8,0.4678,Business,40368.74,84,6.75,604.33,0.2141,1.1919,Mortgage,0,4
73,Master,Married,2,Central,Employed,9.4,112,99881.85,8323.49,26522.76,1250.97,692,10,7,0.3838,Business,85402.86,24,7.53,3844.33,0.4619,0.855,Mortgage,1,5
36,Bachelor,Divorced,1,Central,Employed,5.4,64,45291.07,3774.26,11754.42,9806.92,503,7,6,0.0663,Medical,1953.7,84,3.33,26.1,0.0069,0.0431,Rent,0,5
64,High School,Married,2,Central,Retired,6.6,79,61579.63,5131.64,2496.64,9217.07,850,19,7,0.4626,Vacation,2995.8,12,7.71,260.19,0.0507,0.0486,Own,0,4
62,Associate,Married,5,Central,Retired,4.8,57,74754.42,6229.53,549.6,3645.67,591,13,8,0.2057,Medical,4883.7,48,4.1,110.49,0.0177,0.0653,Rent,0,2
67,Master,Single,5,North,Employed,5.0,59,116528.84,9710.74,1152.73,19254.95,615,4,4,0.0583,Car,14336.54,48,4.08,324.2,0.0334,0.123,Mortgage,0,1
18,Master,Single,3,Central,Self-Employed,11.2,134,70535.96,5878.0,11092.01,11903.91,550,4,7,0.1053,Medical,35366.69,36,7.3,1096.88,0.1866,0.5014,Own,0,5
45,Bachelor,Single,5,North,Employed,7.4,88,76243.38,6353.62,13905.24,8841.56,597,15,1,0.2812,Vacation,94114.16,60,8.72,1941.01,0.3055,1.2344,Mortgage,0,0
50,Bachelor,Widowed,4,West,Employed,15.5,185,57871.73,4822.64,2825.38,10590.28,674,8,5,0.1051,Home,6556.66,60,8.45,134.36,0.0279,0.1133,Other,0,4
65,Master,Single,0,North,Employed,2.1,24,117013.47,9751.12,122040.99,3564.42,758,1,4,0.4636,Education,91856.36,84,4.05,1257.51,0.129,0.785,Mortgage,0,4
30,Master,Married,2,North,Unemployed,13.9,166,71366.96,5947.25,3943.43,39961.67,628,14,3,0.2955,Personal,14114.15,36,11.53,465.6,0.0783,0.1978,Rent,0,1
35,Master,Married,5,West,Employed,5.2,62,95155.34,7929.61,58748.79,7071.35,688,7,4,0.2346,Home,45535.28,84,6.14,668.35,0.0843,0.4785,Rent,0,2
28,Bachelor,Married,2,South,Employed,7.4,88,79487.36,6623.95,12590.12,9906.53,702,3,8,0.4395,Medical,17233.66,60,7.01,341.29,0.0515,0.2168,Other,0,7
61,Bachelor,Divorced,3,Central,Retired,10.1,121,77235.0,6436.25,32853.56,14620.68,586,8,0,0.3101,Business,5776.59,36,6.54,177.16,0.0275,0.0748,Mortgage,0,5
74,Master,Divorced,2,South,Employed,12.8,153,112788.15,9399.01,1475.83,13680.16,528,17,8,0.3326,Car,68097.72,120,5.75,747.59,0.0795,0.6038,Own,0,6
26,High School,Single,0,West,Employed,13.0,155,33411.25,2784.27,7134.26,10770.22,599,18,5,0.1539,Education,9118.91,60,6.0,176.28,0.0633,0.2729,Own,0,4
31,Bachelor,Divorced,3,West,Retired,12.9,154,55375.35,4614.61,2926.7,11408.41,782,11,3,0.1959,Car,5214.82,84,12.65,93.89,0.0203,0.0942,Own,0,7
35,High School,Single,2,Central,Unemployed,6.6,79,41899.01,3491.58,1904.85,994.36,611,2,5,0.166,Personal,69439.26,60,12.54,1563.59,0.4478,1.6573,Mortgage,0,2
68,Bachelor,Divorced,4,Central,Employed,16.7,200,105504.63,8792.05,22927.21,21008.26,616,8,8,0.1479,Personal,39536.46,60,7.98,801.33,0.0911,0.3747,Mortgage,1,0
43,Master,Single,5,East,Employed,10.7,128,85208.95,7100.75,10668.31,7088.4,702,9,6,0.2919,Business,84008.54,120,7.69,1005.42,0.1416,0.9859,Mortgage,0,7
34,High School,Married,0,South,Part-Time,0.0,0,37634.07,3136.17,7304.96,6110.37,725,11,8,0.1401,Home,103203.01,120,8.79,1295.79,0.4132,2.7423,Rent,0,2
36,Bachelor,Married,2,East,Employed,8.0,95,58904.76,4908.73,13438.66,1843.1,582,5,0,0.1575,Personal,38760.42,36,11.7,1281.89,0.2611,0.658,Own,0,2
52,High School,Divorced,2,West,Self-Employed,5.9,70,45500.25,3791.69,611.97,154.35,733,5,3,0.0935,Education,6583.21,120,1.5,59.11,0.0156,0.1447,Mortgage,0,4
40,Master,Divorced,4,Central,Employed,6.2,74,63147.76,5262.31,16266.88,1571.89,713,0,2,0.2522,Medical,5169.08,120,5.83,56.94,0.0108,0.0819,Mortgage,1,6
26,Master,Single,2,North,Unemployed,11.0,131,64500.84,5375.07,4211.99,1620.23,627,1,9,0.486,Car,8763.33,84,4.43,121.53,0.0226,0.1359,Rent,0,0
64,Bachelor,Divorced,3,North,Employed,9.3,112,99867.31,8322.28,63953.0,5733.07,524,1,5,0.4435,Medical,117234.0,36,2.34,3375.21,0.4056,1.1739,Own,0,5
42,Master,Married,5,East,Employed,4.4,53,91919.05,7659.92,21858.01,153.66,737,4,1,0.223,Car,32226.53,12,7.67,2798.42,0.3653,0.3506,Own,0,5
32,High School,Single,3,East,Part-Time,15.3,183,36233.74,3019.48,4943.82,6948.29,701,7,7,0.3217,Car,15926.72,48,9.91,403.28,0.1336,0.4396,Mortgage,0,6
59,Master,Single,0,Central,Employed,1.4,16,104009.46,8667.45,94.24,8443.07,688,18,5,0.4164,Personal,52079.38,120,7.88,628.45,0.0725,0.5007,Mortgage,0,1
60,Master,Single,2,South,Self-Employed,1.0,12,127547.36,10628.95,48236.43,27486.01,562,15,1,0.0606,Personal,43112.7,12,5.01,3691.03,0.3473,0.338,Mortgage,0,1
26,High School,Single,5,North,Retired,2.4,28,36673.92,3056.16,4842.24,12791.66,850,3,6,0.2971,Business,23302.15,84,10.34,390.95,0.1279,0.6354,Rent,0,0
22,PhD,Married,2,North,Self-Employed,10.0,120,64766.16,5397.18,27000.26,7948.56,592,19,3,0.2119,Business,48124.9,48,2.06,1045.42,0.1937,0.7431,Mortgage,0,6
20,High School,Single,5,Central,Employed,9.6,115,32583.66,2715.31,3572.68,11024.92,629,11,6,0.2666,Business,6845.22,84,6.42,101.39,0.0373,0.2101,Mortgage,0,7
61,Bachelor,Married,5,West,Retired,3.7,44,83935.15,6994.6,37432.12,648.9,750,9,5,0.4103,Personal,262900.22,12,4.28,22419.32,1.0,3.1322,Mortgage,1,5
53,High School,Single,1,Central,Employed,4.8,57,53013.2,4417.77,5496.78,17316.45,680,14,0,0.2228,Vacation,2151.6,84,4.38,29.78,0.0067,0.0406,Rent,1,0
63,Master,Married,2,South,Employed,7.8,93,119628.63,9969.05,22902.74,17953.13,689,19,5,0.5699,Education,8552.66,48,11.97,225.09,0.0226,0.0715,Own,0,0
53,High School,Single,1,North,Employed,2.5,29,51238.91,4269.91,6987.11,5274.91,577,12,1,0.2333,Home,10717.73,24,7.94,484.45,0.1135,0.2092,Rent,0,5
40,High School,Married,1,East,Part-Time,11.8,141,30279.12,2523.26,1558.66,10790.84,571,0,6,0.1159,Car,13770.26,12,6.94,1191.13,0.4721,0.4548,Rent,0,3
51,Bachelor,Married,2,North,Employed,15.6,187,74574.21,6214.52,25919.28,1329.5,704,7,1,0.035,Vacation,17067.34,84,14.16,321.36,0.0517,0.2289,Rent,1,2
59,PhD,Divorced,2,North,Employed,6.9,82,128688.74,10724.06,24785.53,23446.95,641,0,4,0.1336,Education,62688.21,36,9.29,2001.81,0.1867,0.4871,Other,0,0
40,Associate,Widowed,2,Central,Employed,9.5,114,55003.23,4583.6,19671.47,12453.9,826,6,8,0.1271,Education,32148.84,12,8.38,2802.23,0.6114,0.5845,Own,0,0
70,Bachelor,Married,4,South,Employed,8.3,100,79211.52,6600.96,35364.46,11455.55,580,7,5,0.2479,Home,15405.05,36,4.36,457.29,0.0693,0.1945,Own,0,0
69,Bachelor,Divorced,0,North,Part-Time,14.6,175,101146.44,8428.87,5093.11,2849.13,642,15,1,0.2615,Personal,64911.45,36,6.83,1999.31,0.2372,0.6418,Rent,1,1
63,Master,Married,2,South,Employed,17.5,210,93210.23,7767.52,18245.68,4170.78,690,6,2,0.17,Medical,13152.93,120,10.27,175.82,0.0226,0.1411,Rent,1,0
74,Associate,Divorced,5,South,Self-Employed,6.0,72,69147.64,5762.3,29316.08,4653.29,639,3,0,0.3765,Home,20557.67,84,11.65,359.1,0.0623,0.2973,Rent,0,1
40,Bachelor,Single,4,Central,Employed,8.0,95,60169.27,5014.11,32747.9,21988.69,611,5,0,0.4492,Personal,10100.65,120,10.35,135.47,0.027,0.1679,Mortgage,0,3
24,PhD,Single,1,West,Retired,12.1,145,95697.76,7974.81,15512.65,1845.59,681,13,9,0.1489,Vacation,4490.52,36,10.77,146.53,0.0184,0.0469,Rent,0,0
45,Associate,Single,1,East,Employed,9.5,114,65414.19,5451.18,6097.5,1563.66,837,17,8,0.2432,Vacation,16425.58,12,6.45,1417.12,0.26,0.2511,Mortgage,0,2
60,Bachelor,Divorced,5,East,Employed,3.2,38,83121.59,6926.8,9597.11,410.52,624,7,9,0.1699,Personal,27872.75,120,5.58,303.65,0.0438,0.3353,Rent,0,1
62,Master,Single,3,West,Employed,0.0,0,112770.87,9397.57,11002.68,7505.69,546,11,4,0.3794,Business,147535.29,36,7.53,4591.34,0.4886,1.3083,Mortgage,0,1
40,Associate,Single,5,North,Retired,4.8,57,43843.0,3653.58,5454.42,1250.04,720,19,8,0.2879,Home,15179.37,48,7.01,363.57,0.0995,0.3462,Mortgage,0,3
34,Bachelor,Married,5,East,Self-Employed,9.4,113,43601.62,3633.47,8100.96,1906.89,647,7,3,0.0784,Home,19082.19,48,4.98,439.28,0.1209,0.4376,Own,0,7
43,Associate,Widowed,2,South,Employed,5.8,69,52210.47,4350.87,34849.73,8238.21,593,5,8,0.5269,Medical,10780.16,120,9.82,141.37,0.0325,0.2065,Rent,1,5
63,Master,Married,3,North,Employed,2.5,30,113730.63,9477.55,3000.44,26401.18,726,0,9,0.253,Car,3879.97,120,5.05,41.25,0.0044,0.0341,Rent,0,5
21,PhD,Married,2,East,Employed,4.9,58,86549.25,7212.44,112874.23,16047.83,714,10,4,0.0329,Business,9866.33,84,11.8,173.12,0.024,0.114,Other,0,3
36,Bachelor,Single,3,West,Employed,17.0,203,51847.17,4320.6,4211.05,7206.15,622,0,3,0.2502,Medical,11202.98,60,10.28,239.56,0.0554,0.2161,Own,0,0
31,Bachelor,Divorced,3,West,Self-Employed,2.2,25,46982.51,3915.21,2715.6,1455.73,543,4,3,0.7555,Business,58383.38,48,6.74,1390.9,0.3553,1.2427,Rent,0,6
63,Bachelor,Single,4,North,Employed,6.2,74,89749.08,7479.09,21465.26,834.94,750,2,6,0.0635,Personal,16732.24,48,2.55,367.05,0.0491,0.1864,Rent,0,3
44,High School,Single,5,South,Employed,5.2,62,46705.21,3892.1,9293.65,545.56,622,2,3,0.0681,Medical,18113.72,84,15.07,350.22,0.09,0.3878,Mortgage,0,5
22,High School,Married,4,South,Part-Time,17.6,210,21718.51,1809.88,6601.1,2941.17,698,5,0,0.1369,Personal,68459.84,36,7.06,2115.6,1.0,3.1521,Mortgage,0,4
32,High School,Single,0,North,Employed,0.4,5,32624.72,2718.73,676.19,11216.62,666,7,3,0.1663,Medical,45681.43,120,7.43,540.57,0.1988,1.4002,Mortgage,0,0
20,High School,Married,2,East,Employed,3.9,46,34916.78,2909.73,8278.73,779.38,717,0,4,0.5676,Medical,41187.7,60,2.91,738.36,0.2538,1.1796,Own,0,4
45,Bachelor,Married,3,East,Employed,8.1,97,56509.44,4709.12,46738.89,5518.17,696,13,3,0.2403,Education,72374.8,12,6.27,6237.96,1.0,1.2808,Rent,1,0
74,High School,Single,3,West,Unemployed,8.6,103,56927.74,4743.98,19624.16,802.05,782,3,1,0.352,Vacation,6443.75,48,6.44,152.64,0.0322,0.1132,Rent,0,5
50,High School,Single,5,West,Unemployed,13.4,160,43691.44,3640.95,16005.83,32533.24,730,12,4,0.3502,Business,2695.11,12,9.59,236.43,0.0649,0.0617,Rent,0,6
67,Bachelor,Single,2,Central,Part-Time,12.9,154,90599.4,7549.95,38297.06,1994.87,520,1,9,0.3083,Personal,23567.79,48,1.5,506.18,0.067,0.2601,Mortgage,0,0
60,Associate,Single,4,East,Unemployed,4.3,51,66235.21,5519.6,35082.2,2466.21,649,4,7,0.4297,Vacation,13015.88,36,4.89,389.43,0.0706,0.1965,Own,0,1
68,High School,Divorced,2,South,Employed,9.4,112,68467.63,5705.64,14092.29,47468.03,690,17,7,0.016,Car,68713.46,36,8.47,2168.28,0.38,1.0036,Own,1,2
35,High School,Married,0,East,Employed,6.9,83,38197.85,3183.15,5241.8,2635.56,646,11,7,0.373,Car,19017.22,60,3.07,342.28,0.1075,0.4979,Mortgage,0,6
72,Associate,Single,2,West,Employed,5.5,66,73025.78,6085.48,2660.68,12226.7,773,11,3,0.1365,Education,180861.48,84,9.64,2969.35,0.4879,2.4767,Rent,0,1
31,Bachelor,Single,0,South,Employed,12.9,154,57476.59,4789.72,9622.23,777.3,715,10,4,0.0845,Home,85333.3,120,7.16,997.94,0.2084,1.4847,Other,0,6
42,Master,Divorced,2,East,Unemployed,9.1,108,76183.45,6348.62,73427.63,52219.56,527,8,9,0.436,Vacation,47998.5,12,6.02,4131.52,0.6508,0.63,Rent,0,7
56,Master,Divorced,1,Central,Employed,15.8,189,80615.75,6717.98,5864.1,1872.22,649,0,8,0.5315,Education,71963.33,24,5.63,3177.51,0.473,0.8927,Other,0,7
34,Master,Divorced,0,West,Employed,10.2,122,70693.39,5891.12,24052.06,2309.44,681,6,9,0.1483,Business,8116.18,36,6.65,249.31,0.0423,0.1148,Own,1,5
33,Bachelor,Single,3,West,Employed,12.4,149,50410.81,4200.9,3015.05,7311.87,615,19,6,0.3666,Personal,9433.6,84,7.2,143.31,0.0341,0.1871,Rent,0,4
25,PhD,Married,4,Central,Unemployed,0.0,0,78377.27,6531.44,3518.42,5576.14,734,17,3,0.3079,Medical,6816.43,120,14.0,105.82,0.0162,0.087,Mortgage,0,2
18,Bachelor,Single,0,North,Unemployed,8.3,99,39614.65,3301.22,24172.65,2784.7,723,15,6,0.2558,Education,15875.09,36,10.29,514.38,0.1558,0.4007,Rent,0,4
46,Bachelor,Married,3,East,Part-Time,10.0,119,70405.72,5867.14,27395.03,13867.01,710,7,5,0.3114,Car,4227.08,120,10.06,56.0,0.0095,0.06,Own,0,7
74,Bachelor,Married,3,South,Employed,10.4,125,86384.53,7198.71,8848.41,29281.61,738,7,3,0.31,Education,6279.11,12,2.81,531.27,0.0738,0.0727,Rent,0,2
30,Associate,Married,0,South,Retired,15.6,186,34911.4,2909.28,5906.27,22447.31,786,8,4,0.2871,Medical,12389.13,84,10.64,209.81,0.0721,0.3549,Own,1,6
43,Associate,Single,3,West,Unemployed,10.9,131,50506.14,4208.84,16859.96,336.0,746,8,5,0.2811,Medical,2741.08,36,7.29,85.0,0.0202,0.0543,Mortgage,0,0
71,High School,Married,1,West,Self-Employed,1.8,21,54027.35,4502.28,5294.01,1643.07,744,1,8,0.028,Education,17486.7,24,6.29,777.34,0.1727,0.3237,Rent,1,5
62,Master,Single,4,East,Self-Employed,10.5,126,123464.95,10288.75,22200.55,43589.81,678,4,7,0.3964,Business,4307.77,12,8.44,375.61,0.0365,0.0349,Mortgage,0,3
18,High School,Divorced,3,East,Employed,12.0,144,31337.89,2611.49,6298.1,1138.39,633,16,0,0.1509,Vacation,12650.96,12,13.76,1134.44,0.4344,0.4037,Mortgage,0,5
46,Bachelor,Single,0,East,Part-Time,4.8,57,72137.34,6011.45,14319.39,3725.89,843,6,6,0.3867,Car,3231.83,12,7.28,280.06,0.0466,0.0448,Rent,0,6
26,Master,Married,3,Central,Retired,5.8,69,65042.92,5420.24,14461.96,6965.59,713,5,0,0.4235,Medical,70685.3,120,2.14,654.76,0.1208,1.0867,Rent,0,2
